symbol,company_name,cmp,pe,mcap_cr,div_yield_pct,np_qtr_cr,profit_growth_qtr_pct,sales_qtr_cr,sales_growth_qtr_pct,roce_pct,basic_industry
KODYTECH,Kody Technolab,1188.5,101.36,1698.78,0.0,12.28,65.5,48.6,52.93,16.77,Computers - Software & Consulting
NINSYS,NINtec Systems,869.2,50.89,1629.13,0.0,8.74,18.91,46.37,22.51,54.95,Computers - Software & Consulting
MCLOUD,Magellanic Cloud,27.25,13.85,1599.97,0.11,30.27,32.06,205.55,31.47,19.79,Computers - Software & Consulting
INFOBEAN,InfoBeans Tech.,156.58,17.86,1517.47,0.16,21.62,-7.29,152.77,36.58,29.18,Computers - Software & Consulting
TAC,TAC Infosec,529.7,49.5,1113.76,0.0,10.79,37.44,27.78,53.48,38.14,Computers - Software & Consulting
XCHANGING,Xchanging Sol.,63.91,11.94,709.66,3.13,16.24,10.85,51.3,1.1,18.02,Computers - Software & Consulting
INNOVANA,Innovana Think.,324.2,17.71,675.56,0.0,1.82,-74.21,32.6,22.6,16.35,Computers - Software & Consulting
KSOLVES,Ksolves India,280.7,19.07,666.64,3.92,8.49,28.25,40.13,6.56,127.4,Computers - Software & Consulting
MINDTECK,Mindteck (India),193.5,18.1,617.85,0.52,10.16,49.41,103.91,-0.11,15.11,Computers - Software & Consulting
SOFTTECH,Softtech Enginee,415.05,116.3,574.52,0.0,2.72,5925.0,46.59,50.29,6.21,Computers - Software & Consulting
CSM,CSM Technologies,96.99,19.51,499.03,0.0,9.3,119.69,60.43,1.26,29.19,Computers - Software & Consulting
CYBERTECH,Cybertech Sys.,143.09,14.89,453.25,2.8,7.07,-26.35,62.33,1.37,17.29,Computers - Software & Consulting
3IINFOLTD,3i Infotech,20.43,11.25,424.37,0.0,6.52,-15.22,177.94,4.33,12.99,Computers - Software & Consulting
XTGLOBAL,XT Global Infot.,28.25,33.34,384.47,0.18,3.74,408.47,89.52,2.84,8.48,Computers - Software & Consulting
TREJHARA,Trejhara Solutio,141.47,38.93,343.97,0.0,3.22,258.14,41.87,6.7,4.28,Computers - Software & Consulting
SYSTANGO,Systango Tech,216.45,9.96,317.51,3.23,13.57,-3.28,44.89,17.02,32.99,Computers - Software & Consulting
ALLETEC,All E Tech,136.6,10.32,275.85,1.1,5.85,-37.74,34.75,-0.52,22.22,Computers - Software & Consulting
EMPOWER,Empower India,2.34,15.06,271.17,0.0,13.94,15588.89,44.3,175.33,5.29,Computers - Software & Consulting
EQUIPPP,Equippp Social,24.23,133.61,241.84,0.0,0.97,-38.22,12.37,116.64,10.72,Computers - Software & Consulting
TECHLABS,Trident Techlabs,130.15,37.05,224.91,0.77,-5.31,-166.04,33.74,-39.21,16.37,Computers - Software & Consulting
FIDEL,Fidel Softech,153.55,16.19,211.14,1.47,4.35,42.16,37.27,155.1,25.91,Computers - Software & Consulting
DRCSYSTEMS,DRC Systems,13.42,9.56,191.85,0.0,5.82,17.01,27.2,60.66,25.15,Computers - Software & Consulting
TRIGYN,Trigyn Techno.,54.01,79.4,167.54,0.0,0.63,-77.35,251.95,5.13,2.29,Computers - Software & Consulting
SECMARK,Secmark Consult.,125.75,51.12,131.37,0.0,4.49,14.25,14.3,14.4,11.68,Computers - Software & Consulting
CANARYS,Canarys Automa.,18.65,7.91,109.56,0.0,5.74,89.46,96.94,88.23,22.55,Computers - Software & Consulting
GVPTECH,GVP Infotech,6.67,,108.62,2.25,-2.02,4.27,0.43,-71.71,-70.43,Computers - Software & Consulting
DELAPLEX,Delaplex,98.0,6.95,89.28,0.0,5.71,-3.1,31.72,0.38,20.14,Computers - Software & Consulting
RSSOFTWARE,R S Software (I),31.85,,82.14,0.78,-7.48,-107.76,5.88,-24.32,-51.85,Computers - Software & Consulting
CALSOFT,California Soft.,21.28,5.01,73.37,0.0,4.19,2105.26,6.63,327.74,42.02,Computers - Software & Consulting
CURAA,Cura Tech.,69.46,,68.77,0.0,-1.48,-492.0,0.45,,-7.74,Computers - Software & Consulting
PARAMATRIX,Paramatrix Tech.,58.0,25.57,66.75,0.0,-0.38,-109.68,14.77,0.14,4.18,Computers - Software & Consulting
CTE,Cambridge Tech.,31.35,127.4,61.15,0.0,3.84,161.64,39.88,-21.08,6.06,Computers - Software & Consulting
ORCHASP,Orchasp Ltd,1.71,55.09,57.85,0.0,0.11,-96.36,1.61,-77.03,0.84,Computers - Software & Consulting
SATECH,S A Tech Soft.,34.3,20.64,44.78,0.0,2.81,-3.1,62.57,28.98,8.81,Computers - Software & Consulting
QUICKTOUCH,Quicktouch Tech,23.15,,29.67,0.0,0.44,-57.14,10.59,4.23,-2.92,Computers - Software & Consulting
MICROPRO,Micropro Softwar,20.2,,28.89,0.0,0.82,249.09,10.72,-36.04,-1.42,Computers - Software & Consulting
YUDIZ,Yudiz Solutions,24.0,38.1,24.76,0.0,0.93,210.62,11.44,16.02,2.54,Computers - Software & Consulting
QUINTEGRA,Quintegra Soln.,1.39,,3.73,0.0,-0.01,,0.0,,-34.04,Computers - Software & Consulting
EBGNG,GNG Electronics,545.1,47.1,6218.76,0.0,42.15,185.76,651.66,42.98,20.3,Computers Hardware & Equipments
RPTECH,Rashi Peripheral,761.55,18.08,5019.27,0.26,86.84,70.49,4489.38,51.0,16.82,Computers Hardware & Equipments
MOSCHIP,Moschip Tech.,233.69,112.0,4551.66,0.0,7.95,-8.73,153.23,13.75,10.97,Computers Hardware & Equipments
NELCO,NELCO,933.9,357.21,2132.53,0.11,2.34,15.56,80.03,7.01,7.21,Computers Hardware & Equipments
DLINKINDIA,D-Link India,440.8,17.62,1568.2,5.9,27.61,0.66,443.71,20.0,25.89,Computers Hardware & Equipments
CONTROLPR,Control Print,573.7,23.6,918.15,1.74,3.92,-39.45,115.56,3.84,16.45,Computers Hardware & Equipments
TVSELECT,TVS Elec.,489.95,561.73,915.62,0.0,2.85,600.0,117.37,2.45,5.75,Computers Hardware & Equipments
DCI,DC Infotech,273.4,20.98,447.37,0.0,5.79,55.65,239.42,38.62,22.98,Computers Hardware & Equipments
HCL-INSYS,HCL Infosystems,11.47,,376.31,0.0,-13.17,-41.07,5.28,13.55,-53.05,Computers Hardware & Equipments
EPWINDIA,EPW India,260.0,28.95,298.47,0.0,6.21,135.23,63.43,93.33,45.45,Computers Hardware & Equipments
SMARTLINK,Smartlink Hold.,208.62,15.44,202.9,0.96,6.87,78.91,99.35,51.84,9.01,Computers Hardware & Equipments
ESCONET,Esconet,139.55,29.89,184.15,0.0,4.72,-9.23,209.07,69.45,11.95,Computers Hardware & Equipments
RICHA,Richa Info,93.0,17.11,127.99,0.0,1.91,-60.29,56.88,-51.4,8.77,Computers Hardware & Equipments
MARUSHIKA,Marushika Tech.,94.5,8.93,80.67,0.0,5.92,,67.79,,33.99,Computers Hardware & Equipments
SLONE,Slone Infosys.,116.5,6.81,61.38,0.43,4.41,63.94,140.32,143.36,25.97,Computers Hardware & Equipments
NEWJAISA,Newjaisa Tech,15.5,,55.45,0.0,-12.52,-168.67,17.24,-46.01,-24.48,Computers Hardware & Equipments
CEREBRAINT,Cerebra Integr.,3.02,,36.36,0.0,-31.15,-596.87,1.14,-54.76,-40.77,Computers Hardware & Equipments
COMPINFO,Compuage Info.,1.13,,9.28,0.0,-137.42,-1417.55,388.94,-69.83,-2.12,Computers Hardware & Equipments
BEML,BEML Ltd,1730.7,101.91,14407.36,0.61,179.81,-37.47,1794.17,8.57,7.71,Construction Vehicles
ACE,Action Const.Eq.,979.0,26.69,11658.82,0.2,119.49,22.28,785.68,20.49,31.7,Construction Vehicles
AJAXENGG,Ajax Engineering,572.6,28.83,6558.35,0.0,94.96,4.41,757.66,0.25,23.86,Construction Vehicles
TIL,TIL,205.77,,1652.68,0.0,-9.97,-144.98,108.84,7.21,2.9,Construction Vehicles
INDOFARM,Indo Farm Equip.,153.19,29.77,734.93,0.0,8.72,-35.46,133.99,3.09,7.42,Construction Vehicles
MARC,Marc Technocrats,117.85,19.36,204.04,0.0,4.81,,37.53,,29.22,Consulting Services
MITCON,Mitcon Consult.,72.1,15.52,125.59,0.0,5.64,179.29,45.23,18.62,8.83,Consulting Services
AAATECH,AAA Technologies,90.55,56.37,116.13,1.66,-0.35,-135.0,3.38,-68.02,8.93,Consulting Services
DHRUV,Dhruv Consultanc,24.76,,47.88,0.81,-0.06,-103.02,8.32,-69.86,-32.69,Consulting Services
MIEL,Manglam Infra,12.0,6.72,21.12,0.0,1.6,1700.0,21.86,-21.42,9.52,Consulting Services
DIXON,Dixon Technolog.,13829.0,58.81,84603.43,0.06,297.97,13.15,10510.51,2.12,41.97,Consumer Electronics
HAVELLS,Havells India,1209.9,45.59,75975.89,0.83,289.71,-16.49,6518.19,19.48,24.9,Consumer Electronics
PGEL,PG Electroplast,576.65,84.15,16541.59,0.04,64.86,-55.34,1716.68,-10.11,10.31,Consumer Electronics
IKIO,IKIO Tech,206.3,38.45,1592.65,0.0,17.53,804.7,165.35,47.25,9.49,Consumer Electronics
ONIDA,Onida Electronics,38.25,,1396.98,0.0,-47.36,-1382.86,143.81,-28.35,-16.44,Consumer Electronics
CELLECOR,Cellecor Gadgets,33.95,19.06,754.8,0.0,20.08,23.34,650.32,8.35,22.64,Consumer Electronics
UNIVPHOTO,Universus Photo,475.85,,540.46,0.0,-13.07,37.88,4.64,3.8,-9.34,Consumer Electronics
FOCUS,Focus Lighting,72.52,94.06,489.12,0.0,2.59,71.52,57.93,43.6,6.56,Consumer Electronics
ARHAM,Arham Tech,163.1,29.16,355.75,0.0,6.31,35.99,72.94,94.77,19.8,Consumer Electronics
BPL,BPL,54.09,,263.84,0.0,-10.99,-123.05,19.62,4.7,-1.78,Consumer Electronics
VETO,Veto Switchgears,120.11,9.18,230.7,0.83,8.8,16.45,138.86,55.71,11.74,Consumer Electronics
NITIRAJ,Nitiraj Engineer,220.3,213.05,225.83,0.68,-0.64,-966.67,8.18,-63.82,1.79,Consumer Electronics
SONAMLTD,Sonam,53.43,23.77,213.89,0.0,3.0,127.27,66.57,75.65,14.14,Consumer Electronics
PROFX,Pro FX,71.0,8.19,124.28,0.0,6.12,253.76,49.7,4.26,31.88,Consumer Electronics
KEL,Kundan Edifice,81.5,10.77,83.72,0.0,3.26,-23.47,50.51,0.4,19.09,Consumer Electronics
KHAITANLTD,Khaitan (India),130.44,10.34,62.63,0.0,2.94,-14.53,36.16,41.42,20.1,Consumer Electronics
PULZ,Pulz Electronics,23.0,10.81,50.16,0.0,2.86,32.41,19.53,19.45,18.29,Consumer Electronics
HINDCOPPER,Hindustan Copper,491.8,48.05,47558.24,0.3,444.06,133.05,1156.08,58.06,42.4,Copper
BHAGYANGR,Bhagyanagar Ind,403.6,25.53,1280.66,0.0,18.49,303.71,734.53,61.83,20.71,Copper
HATSUN,Hatsun Agro,875.55,53.32,19479.81,1.14,133.69,-9.72,3090.49,21.92,15.28,Dairy Products
KWIL,Kwality Wall's,31.75,,7455.38,0.0,-107.1,,485.8,,,Dairy Products
DODLA,Dodla Dairy,1037.3,24.77,6275.51,0.48,69.73,-2.0,1074.47,18.12,16.72,Dairy Products
VADILALIND,Vadilal Inds.,6749.5,31.26,4848.59,0.31,54.86,149.36,415.83,51.21,22.23,Dairy Products
HERITGFOOD,Heritage Foods,330.05,24.11,3059.49,0.76,24.97,-38.42,1338.09,17.71,14.8,Dairy Products
PARAGMILK,Parag Milk Foods,215.16,19.28,2701.23,0.46,32.24,23.01,945.34,2.95,13.52,Dairy Products
SCPL,Sheetal Cool,583.35,32.1,613.83,0.0,8.17,72.36,133.31,42.5,16.0,Dairy Products
TRACXN,Tracxn Technolo.,29.99,,321.18,0.0,-2.63,69.39,20.49,-3.07,-0.98,Data Processing Services
JKIPL,Jinkushal Indus.,99.31,31.9,385.67,0.0,11.68,898.04,192.0,146.0,9.75,"Dealers-Commercial Vehicles, Tractors, Construction Vehicles"
CDSL,C D S L,1323.4,60.61,27659.06,0.96,79.79,-20.03,262.85,17.11,31.98,"Depositories, Clearing Houses and Other Intermediaries"
CAMS,Cams Services,758.15,42.48,18815.21,1.65,125.44,10.88,395.22,10.96,47.0,"Depositories, Clearing Houses and Other Intermediaries"
KFINTECH,KFin Technolog.,868.25,45.06,15002.35,1.38,81.15,-1.11,347.33,22.86,29.19,"Depositories, Clearing Houses and Other Intermediaries"
BEACON,Beacon Trust.,91.0,23.55,164.39,0.0,2.42,113.56,14.92,18.51,19.76,"Depositories, Clearing Houses and Other Intermediaries"
NAZARA,Nazara Technolo.,304.2,11.67,11267.7,0.0,55.7,196.09,397.78,-23.53,27.23,Digital Entertainment
BAGDIGITAL,B.A.G. Converge.,107.0,21.08,227.04,0.0,4.74,-10.06,21.34,-2.38,32.96,Digital Entertainment
BTML,Bodhi Tree,6.08,17.4,111.03,0.0,2.09,-15.77,34.96,-13.06,16.54,Digital Entertainment
GODREJIND,Godrej Industrie,1345.6,35.91,45415.51,0.0,840.92,143.11,7693.72,33.12,8.84,Diversified
3MINDIA,3M India,35245.0,73.12,39653.14,0.45,215.34,159.73,1399.24,16.78,50.05,Diversified
DCMSHRIRAM,DCM Shriram,1008.8,18.05,15742.33,1.11,370.8,92.98,3193.34,11.0,11.8,Diversified
BALMLAWRIE,Balmer Lawrie,175.74,10.87,3007.78,4.84,82.8,12.47,743.91,22.32,14.6,Diversified
TTKHLTCARE,TTK Healthcare,1012.55,20.81,1428.99,0.99,21.76,-6.44,217.98,14.51,8.04,Diversified
MAHESHWARI,Maheshwari Logi.,73.0,12.83,216.06,0.0,5.26,-39.46,293.92,13.47,12.17,Diversified
IGIL,International Gemological Instit,345.6,24.46,14914.03,0.72,165.74,30.99,370.78,23.22,68.01,Diversified Commercial Services
WEWORK,Wework India,700.0,112.17,9706.07,0.0,-4.58,68.65,680.2,27.39,20.57,Diversified Commercial Services
INOXGREEN,Inox Green,187.17,72.75,7514.34,0.0,28.35,287.66,68.67,6.4,8.42,Diversified Commercial Services
NESCO,NESCO,1050.1,17.76,7413.35,0.67,93.05,5.0,251.62,31.05,18.54,Diversified Commercial Services
IBULLSLTD,Indiabulls,29.48,21.09,6828.27,0.0,194.26,259.74,408.53,302.18,16.17,Diversified Commercial Services
NDRINVIT,NDR INVIT Trust,145.9,70.63,6682.79,5.24,5.64,-118.35,109.18,15.49,5.08,Diversified Commercial Services
NIRLON,Nirlon,620.15,16.14,5583.45,4.19,70.59,31.85,170.94,8.18,30.77,Diversified Commercial Services
SMARTWORKS,Smartworks Cowor,481.3,197.32,5499.43,0.0,13.15,413.1,546.25,44.05,8.3,Diversified Commercial Services
CMSINFO,CMS Info Systems,271.7,14.46,4483.12,2.39,79.06,-20.37,632.93,2.24,17.65,Diversified Commercial Services
QUESS,Quess Corp,297.65,19.42,4455.49,3.36,64.35,5.02,3892.45,6.46,23.04,Diversified Commercial Services
INDIQUBE,Indiqube Spaces,180.29,,3824.3,0.0,-22.65,27.71,401.45,35.2,6.38,Diversified Commercial Services
HEMIPROP,Hemisphere Prop,133.46,,3806.15,0.0,-1.72,-62.26,0.26,8.33,-1.14,Diversified Commercial Services
SANGHVIMOV,Sanghvi Movers,425.75,19.47,3700.18,0.47,68.79,27.1,351.41,31.41,16.68,Diversified Commercial Services
EFCIL,EFC (I),196.19,12.58,2913.32,0.0,68.86,58.16,292.88,38.8,19.85,Diversified Commercial Services
TVSINVIT,TVS Infra. Trust,116.05,67.47,2288.51,3.96,5.66,,56.08,,,Diversified Commercial Services
TEAMLEASE,Team Lease Serv.,1311.8,15.22,2202.21,0.0,46.05,25.6,2924.87,2.34,15.36,Diversified Commercial Services
AWFIS,AWFIS Space,278.3,28.12,1992.66,0.0,23.25,110.41,410.14,20.74,13.17,Diversified Commercial Services
BLUSPRING,Bluspring Enter.,104.31,,1561.71,0.0,3.82,136.51,864.8,7.9,5.14,Diversified Commercial Services
TEXINFRA,Texmaco Infrast.,113.51,132.74,1450.9,0.13,0.69,-46.02,4.37,31.23,1.45,Diversified Commercial Services
KAPSTON,Kapston Services,460.35,50.0,1400.94,0.0,7.52,24.5,218.2,18.02,14.95,Diversified Commercial Services
UDS,Updater Services,208.14,15.59,1391.79,0.0,27.37,-18.58,742.82,4.77,9.98,Diversified Commercial Services
KRYSTAL,Krystal Integrat,600.6,13.04,839.23,0.25,18.85,11.34,364.94,-11.66,15.86,Diversified Commercial Services
SOUTHWEST,South West Pinn.,236.19,19.28,770.43,0.0,9.34,289.17,61.68,53.36,20.02,Diversified Commercial Services
VIESL,Vision Infra,307.4,11.48,757.51,0.16,44.4,129.34,325.08,30.32,22.62,Diversified Commercial Services
PTL,PTL Enterprises,39.32,11.22,518.02,6.36,13.24,51.31,16.07,0.0,7.72,Diversified Commercial Services
ANLON,Anlon Tech,632.95,34.25,475.33,0.0,8.45,114.47,64.54,107.06,27.08,Diversified Commercial Services
MAJESAUT,Majestic Auto,429.45,19.85,445.95,5.82,-2.63,66.06,3.47,-76.66,5.24,Diversified Commercial Services
TARACHAND,Tara Chand Infra,55.16,15.69,434.8,0.36,8.57,9.03,89.55,9.7,18.25,Diversified Commercial Services
RADIANTCMS,Radiant Cash,36.93,11.48,395.55,6.77,2.96,-40.02,100.78,-3.38,9.96,Diversified Commercial Services
DEVX,Dev Accele.,34.06,37.08,322.6,0.0,7.96,317.31,59.26,-9.39,12.04,Diversified Commercial Services
RBMINFRA,RBM Infracon,297.3,6.98,316.12,0.0,18.36,-6.18,208.22,-4.65,28.2,Diversified Commercial Services
MERCANTILE,Mercantile Vent.,25.67,40.87,282.02,0.0,1.95,-61.39,23.67,22.9,0.82,Diversified Commercial Services
DYNAMIC,Dynamic Services,147.55,5.99,258.73,0.0,32.91,198.44,345.09,71.34,16.73,Diversified Commercial Services
IPSL,Integrated Perso,235.0,21.9,240.01,0.04,6.09,48.9,220.37,26.36,15.93,Diversified Commercial Services
AARVI,Aarvi Encon,156.63,12.97,232.5,1.28,4.58,46.78,172.25,19.25,14.44,Diversified Commercial Services
ELGNZ,Eleganz Interior,102.0,10.23,230.52,0.0,20.4,82.63,289.22,44.17,19.29,Diversified Commercial Services
CSSL,Clear Secured,95.0,7.56,228.44,0.0,13.32,,462.63,,19.86,Diversified Commercial Services
ALANKIT,Alankit,7.9,11.32,216.12,0.0,2.39,-66.59,100.92,-1.07,7.44,Diversified Commercial Services
DHARARAIL,Dhara Rail Pro.,128.75,12.58,194.2,0.0,8.38,180.27,28.37,5.27,35.5,Diversified Commercial Services
EMAPARTNER,EMA Partners,82.0,15.48,190.62,0.0,5.2,-10.34,46.84,34.71,10.35,Diversified Commercial Services
INFOLLION,Infollion Resea.,159.55,12.37,154.87,0.0,5.34,-17.21,49.23,16.91,28.13,Diversified Commercial Services
RUCHINFRA,Ruchi Infrastr.,5.95,14.0,139.96,0.0,0.47,-51.04,14.92,4.78,4.89,Diversified Commercial Services
SHEEL,Sheel Bio.,68.0,11.77,138.4,0.0,0.19,105.03,21.85,93.71,15.73,Diversified Commercial Services
POSITRON,Positron Energy,178.0,6.75,135.29,0.0,15.04,15.34,285.27,6.83,29.76,Diversified Commercial Services
SPECTSTM,Spectrum Talent,57.9,10.91,133.71,0.0,8.48,,742.36,,7.57,Diversified Commercial Services
CORALFINAC,Coral India Fin.,31.33,8.55,126.51,1.28,2.69,14.47,3.05,0.0,8.06,Diversified Commercial Services
KHFM,KHFM Hospitality,46.7,34.31,107.75,0.0,1.03,-33.55,46.82,-1.93,8.2,Diversified Commercial Services
MOTOGENFIN,Motor & Gen Fin,27.2,,105.38,0.0,145.48,-15800.0,1.74,0.0,-0.02,Diversified Commercial Services
DTL,Diensten Tech,120.65,,99.66,0.0,-1.75,,111.44,,,Diversified Commercial Services
SERVICE,Service Care Ltd,61.0,16.2,81.31,0.0,2.55,896.88,101.11,6.24,10.78,Diversified Commercial Services
AISL,ANI Integrated,62.0,13.44,72.46,0.0,0.54,-81.57,64.74,8.64,8.23,Diversified Commercial Services
SFML,Supreme Facility,23.75,5.28,58.97,0.0,3.42,97.93,263.93,31.24,10.39,Diversified Commercial Services
FMNL,Future Market,9.53,7.38,58.43,0.0,1.96,108.79,25.43,5.08,9.28,Diversified Commercial Services
MMEL,Moving Media,30.75,4.59,57.83,0.0,10.37,51.61,31.92,41.61,19.03,Diversified Commercial Services
ICDSLTD,ICDS,40.8,49.62,54.08,0.0,-0.42,-150.0,0.52,-77.87,4.83,Diversified Commercial Services
WHITEFORCE,Happy Square,44.1,8.27,51.16,0.0,4.21,34.14,65.84,34.95,18.59,Diversified Commercial Services
CHAMUNDA,Chamunda Ele.,43.2,13.51,47.54,0.0,1.26,-55.48,15.46,2.93,15.17,Diversified Commercial Services
KONTOR,Kontor Space,58.05,15.8,35.87,0.0,0.71,,12.16,,15.43,Diversified Commercial Services
ARMOUR,Armour Security,18.05,5.73,30.45,0.0,2.41,61.74,27.4,48.75,22.83,Diversified Commercial Services
FALCONTECH,Falcon,10.75,9.5,28.8,0.0,2.64,654.29,43.35,213.22,11.21,Diversified Commercial Services
TRIDHYA,Tridhya Tech,11.0,37.67,25.61,0.0,2.64,175.2,14.18,0.42,5.65,Diversified Commercial Services
ACEINTEG,Ace Integrated,19.6,,19.99,0.0,-0.34,75.36,0.09,-93.75,-6.79,Diversified Commercial Services
TRANSWIND,Transwind Infra.,13.15,11.7,10.06,0.0,0.29,26.09,10.09,-35.2,7.39,Diversified Commercial Services
VOEPL,Virtuoso Optoel.,498.6,100.31,1583.89,0.0,5.47,122.36,331.3,38.15,9.73,Diversified consumer products
YASHOPTICS,Yash Optics,108.85,29.79,269.57,0.0,5.93,17.66,30.61,29.1,12.84,Diversified consumer products
HINDUNILVR,Hind. Unilever,2161.8,33.36,507993.58,1.9,2994.0,8.62,16351.0,7.64,28.42,Diversified FMCG
ITC,ITC,281.3,16.87,352453.94,5.15,5469.74,5.3,17824.68,-5.01,38.91,Diversified FMCG
HNDFDS,Hindustan Foods,568.45,45.09,6873.47,0.0,41.55,34.17,1116.75,16.47,14.2,Diversified FMCG
GODAVARIB,Godavari Bioref.,275.9,42.05,1414.01,0.0,52.88,-30.03,564.1,-2.66,6.55,Diversified FMCG
DAVANGERE,Davangere Sugar,3.29,55.12,469.05,0.0,1.95,0.52,83.82,47.29,5.56,Diversified FMCG
VEDL,Vedanta,264.6,5.97,103449.15,16.44,9352.0,70.89,24609.0,47.48,16.08,Diversified Metals
JAINREC,Jain Resource,337.3,33.06,11643.21,0.0,66.03,21.78,3104.98,76.42,25.49,Diversified Metals
POCL,Pondy Oxides,531.3,29.12,4058.31,0.26,38.05,114.1,931.68,80.34,23.87,Diversified Metals
INNOMET,Innomet Advanced,187.9,154.87,243.14,0.0,-0.44,-375.0,30.33,69.63,5.68,Diversified Metals
BONLON,Bonlon Industrie,41.77,22.58,68.66,0.0,0.99,130.23,100.64,-31.11,5.76,Diversified Metals
DMART,Avenue Super.,4035.0,86.06,263168.09,0.0,860.44,11.34,18794.53,14.88,17.19,Diversified Retail
VMM,Vishal Mega Mart,109.87,57.69,51452.72,0.0,258.77,25.57,3727.01,18.68,14.79,Diversified Retail
VMART,V-Mart Retail,759.7,48.33,6044.05,0.13,11.28,143.74,970.89,24.46,13.23,Diversified Retail
EMIL,Electronics Mart,127.86,47.93,4917.52,0.0,39.73,38.15,1913.25,14.96,8.14,Diversified Retail
SHOPERSTOP,Shoppers Stop,380.85,,4186.3,0.0,-14.25,9.47,1291.41,11.22,7.03,Diversified Retail
PATELRMART,Patel Retail,221.57,18.94,739.5,0.0,9.98,39.0,334.16,52.12,15.33,Diversified Retail
SPENCERS,Spencer's Retail,34.35,,309.97,0.0,-65.58,4.14,436.15,5.9,-8.41,Diversified Retail
KORE,Jay Jalaram Tech,163.95,22.67,198.79,0.0,5.11,49.85,494.85,45.93,12.08,Diversified Retail
ONDOOR,On Door Concepts,220.3,14.31,154.22,0.0,6.86,45.65,184.06,21.36,10.1,Diversified Retail
FCONSUMER,Future Consumer,0.28,,55.92,0.0,-27.82,-146.37,115.27,1.2,12.02,Diversified Retail
OSIAHYPER,Osia Hyper Reta.,3.01,2.96,53.26,0.0,4.32,-52.05,382.98,-5.89,14.72,Diversified Retail
FLFL,Future Lifestyle,1.37,,27.43,0.0,-7.53,96.27,177.61,-78.68,-72.64,Diversified Retail
FEL,Future Enterp.,0.37,,20.64,0.0,-1422.11,-118.4,7.89,-97.55,-10.84,Diversified Retail
RETAIL,JHS Svend.Retail,16.66,,13.83,0.0,-0.22,,4.27,,,Diversified Retail
FELDVR,Future Ent. DVR,2.48,,9.76,0.0,6.1,-90.68,2899.46,22.43,,Diversified Retail
KMEW,Knowledge Marine,2341.6,73.25,5771.99,0.0,23.53,140.68,67.62,42.42,16.31,Dredging
DREDGECORP,Dredging Corpn.,984.6,580.6,2757.85,0.0,86.91,261.22,478.23,3.42,4.28,Dredging
SUDARSCHEM,Sudarshan Chem.,1014.9,473.85,8052.02,0.44,82.5,203.04,2789.9,106.75,5.51,Dyes And Pigments
KIRIINDUS,Kiri Industries,411.05,,2677.39,0.0,514.36,699.61,250.5,22.18,-1.69,Dyes And Pigments
SHREEPUSHK,Sh.Pushkar Chem.,390.4,18.05,1265.39,0.51,12.87,-22.19,218.17,-0.56,12.97,Dyes And Pigments
ULTRAMAR,Ultramarine Pig.,385.05,16.23,1123.31,1.56,12.39,-13.04,179.68,-1.24,10.09,Dyes And Pigments
BHAGERIA,Bhageria Indust.,228.12,13.38,993.82,1.1,35.94,199.75,284.02,79.76,11.01,Dyes And Pigments
BODALCHEM,Bodal Chemicals,67.05,17.6,842.39,0.0,32.06,121.1,588.02,30.42,6.68,Dyes And Pigments
SUDARCOLOR,Sudarshan Colorants,358.3,17.24,831.98,0.0,13.15,-64.46,211.1,-4.17,11.41,Dyes And Pigments
ASAHISONG,Asahi Songwon,318.9,19.96,374.71,0.47,10.82,42.28,144.05,-5.7,8.49,Dyes And Pigments
PODDARMENT,Poddar Pigments,261.61,18.96,279.81,1.53,4.74,-7.78,100.45,15.23,5.79,Dyes And Pigments
UCL,Ushanti Colour,183.0,,254.13,0.0,-0.9,467.31,83.82,264.75,1.29,Dyes And Pigments
MAHICKRA,Mahickra Chem.,257.95,48.87,252.17,0.08,4.25,257.14,57.28,32.1,12.71,Dyes And Pigments
AKSHARCHEM,AksharChem (I),233.13,,194.38,0.32,4.84,248.2,105.79,16.59,0.19,Dyes And Pigments
DUCOL,Ducol Organics,108.45,24.37,176.71,0.0,4.43,109.95,71.55,84.55,10.26,Dyes And Pigments
HPIL,Hindprakash Indu,122.12,48.05,132.15,0.0,2.07,392.86,30.8,-20.17,8.5,Dyes And Pigments
PARAGON,Paragon Fine,48.5,10.49,94.9,0.0,7.06,67.7,68.88,7.41,12.79,Dyes And Pigments
UNILEX,Unilex Colour &C,25.0,4.16,34.04,0.0,6.7,,78.63,,,Dyes And Pigments
PROLIFE,Prolife Indust.,75.0,7.23,30.71,0.4,2.76,200.0,25.77,-10.49,12.17,Dyes And Pigments
ARUNAYA,Arunaya Organics,16.2,7.64,28.41,0.0,1.79,-8.21,48.9,-10.68,15.24,Dyes And Pigments
YCCL,Yasons Chemex,10.0,20.53,19.3,0.0,-0.08,69.23,47.55,0.85,5.26,Dyes And Pigments
PWL,Physicswallah,133.25,,38686.58,0.0,-69.14,80.56,918.8,50.72,4.02,E-Learning
VERANDA,Veranda Learning,236.62,97.55,2273.8,0.0,15.69,103.09,132.39,51.6,12.83,E-Learning
JARO,Jaro Institute,463.1,23.5,1032.53,1.08,21.33,17.26,72.79,-1.79,22.09,E-Learning
ADDICTIVE,Addictive Learn,38.5,,61.25,0.0,-4.65,-205.92,33.83,-12.74,-0.11,E-Learning
GTECJAINX,G-Tec Janix,29.22,,29.77,0.0,-0.66,7.04,1.57,-9.25,-36.32,E-Learning
