symbol,company_name,cmp,pe,mcap_cr,div_yield_pct,np_qtr_cr,profit_growth_qtr_pct,sales_qtr_cr,sales_growth_qtr_pct,roce_pct,basic_industry
BENGALASM,Bengal & Assam,6217.0,8.55,7097.81,0.8,203.67,-9.15,630.17,20.94,3.96,Non Banking Financial Company (NBFC)
PAISALO,Paisalo Digital,72.49,27.76,6601.24,0.14,72.23,57.98,260.92,34.65,12.33,Non Banking Financial Company (NBFC)
MASFIN,MAS FINANC SER,315.0,15.23,5707.65,0.54,104.48,25.04,542.47,23.54,11.26,Non Banking Financial Company (NBFC)
FEDFINA,Fedbank Financi.,150.26,14.7,5629.06,0.0,114.38,52.49,669.93,29.68,9.06,Non Banking Financial Company (NBFC)
NORTHARC,Northern Arc,296.95,11.84,4808.26,0.0,132.65,250.9,741.66,23.09,9.71,Non Banking Financial Company (NBFC)
SGFIN,SG Finserve,663.2,27.89,4374.1,0.0,53.68,118.92,136.11,101.38,9.32,Non Banking Financial Company (NBFC)
INDOSTAR,Indostar Capital,262.85,,4249.85,0.0,-423.93,-3491.44,346.67,-6.95,-2.58,Non Banking Financial Company (NBFC)
AYE,Aye Finance,170.78,17.71,4207.93,0.0,74.5,143.54,477.37,17.74,11.32,Non Banking Financial Company (NBFC)
ASHIKA,Ashika Credit,396.75,48.82,2943.01,0.0,-35.5,24.89,49.79,13.99,13.33,Non Banking Financial Company (NBFC)
MUFIN,Mufin Green,125.2,88.02,2488.46,0.0,11.09,184.36,64.66,59.5,10.73,Non Banking Financial Company (NBFC)
ARMANFIN,Arman Financial,1926.0,35.86,2030.18,0.0,41.01,221.39,175.58,-11.92,11.74,Non Banking Financial Company (NBFC)
PFS,PTC India Fin,29.54,5.89,1894.1,0.0,45.5,-21.78,119.08,-22.16,11.79,Non Banking Financial Company (NBFC)
GRANDOAK,Grand Oak Canyon,38.09,20800.09,1872.01,0.0,0.01,111.11,0.0,,0.0,Non Banking Financial Company (NBFC)
UGROCAP,Ugro Capital,93.78,8.32,1454.31,0.0,51.11,,606.57,,,Non Banking Financial Company (NBFC)
ZSARACOM,Saraswati Commer,12918.5,15.01,1385.57,0.0,-16.31,28.93,-16.48,37.17,10.86,Non Banking Financial Company (NBFC)
AKCAPIT,A.K.Capital Serv,1756.0,10.66,1175.85,3.42,33.2,25.0,148.57,13.13,9.33,Non Banking Financial Company (NBFC)
CREST,Crest Ventures,372.35,22.83,1069.13,0.27,8.55,8.02,31.98,-32.76,5.67,Non Banking Financial Company (NBFC)
FEDDERSHOL,Fedders Holding,47.87,12.32,967.75,0.0,23.74,387.73,134.13,22.69,11.19,Non Banking Financial Company (NBFC)
CONSOFINVT,Cons. Finvest,288.35,17.25,933.22,0.39,13.77,-39.95,14.33,-29.3,5.65,Non Banking Financial Company (NBFC)
FINKURVE,Finkurve Fin.,62.83,33.74,878.25,0.0,8.04,105.63,67.33,67.15,10.19,Non Banking Financial Company (NBFC)
CIFL,Capital India,20.49,,787.71,0.1,-2.98,72.88,125.15,-10.18,0.86,Non Banking Financial Company (NBFC)
LAXMIINDIA,Laxmi India Fin.,129.37,13.82,687.5,0.0,20.52,40.84,92.84,25.0,12.72,Non Banking Financial Company (NBFC)
MANBA,Manba Finance,137.09,15.15,687.05,0.55,11.13,38.78,93.38,37.3,12.49,Non Banking Financial Company (NBFC)
NBIFIN,NBI Indl. Fin.,2253.9,53.58,665.99,0.02,0.26,-93.52,1.33,-78.09,0.56,Non Banking Financial Company (NBFC)
DHUNINV,Dhunseri Invest.,890.8,30.28,544.72,0.34,3.5,91.46,53.21,28.96,3.24,Non Banking Financial Company (NBFC)
KIRANVYPAR,Kiran Vyapar,199.7,533.66,544.34,0.5,-10.46,18.9,10.74,-11.09,1.59,Non Banking Financial Company (NBFC)
CSLFINANCE,CSL Finance,213.64,5.66,488.23,1.4,19.42,2.9,68.8,21.73,14.42,Non Banking Financial Company (NBFC)
MANCREDIT,Mangal Credit,215.68,29.75,455.43,0.35,5.48,92.96,21.3,59.31,12.48,Non Banking Financial Company (NBFC)
AFIL,Akme Fintrade,9.27,9.58,405.06,0.0,12.27,62.52,42.6,45.54,13.87,Non Banking Financial Company (NBFC)
MONEYBOXX,Moneyboxx Fin.,57.98,301.75,404.34,0.0,0.47,108.88,63.13,21.22,9.05,Non Banking Financial Company (NBFC)
UYFINCORP,U. Y. Fincorp,19.25,7.6,367.06,0.0,17.44,1500.0,70.39,359.76,18.49,Non Banking Financial Company (NBFC)
MUTHOOTCAP,Muthoot Cap.Serv,215.26,14.07,353.63,0.0,8.12,273.88,155.53,7.11,8.87,Non Banking Financial Company (NBFC)
ASCOM,Ascom Leasing &,258.75,57.62,303.1,0.0,2.58,2.79,6.61,-3.36,13.21,Non Banking Financial Company (NBFC)
AVONMORE,Avonmore Capital,9.61,19.62,270.34,0.0,-7.13,-270.3,61.79,7.54,5.87,Non Banking Financial Company (NBFC)
NDGL,Naga Dhunseri,2610.6,,261.06,0.1,-40.53,-448.2,37.51,-32.84,0.14,Non Banking Financial Company (NBFC)
STARTECK,Starteck Fin.,264.7,10.99,259.44,0.09,5.23,127.39,8.31,-2.12,9.1,Non Banking Financial Company (NBFC)
SAHLIBHFI,Shalibhadra Fin.,79.34,12.58,245.1,0.5,5.13,15.8,10.97,16.08,14.65,Non Banking Financial Company (NBFC)
CPCAP,CP Capital,109.27,4.71,200.64,2.75,9.14,6.28,18.47,15.37,9.83,Non Banking Financial Company (NBFC)
TEAMGTY,Team India Guar.,225.88,278.06,200.2,0.0,-0.69,-195.83,1.56,59.18,2.89,Non Banking Financial Company (NBFC)
VIJIFIN,Viji Finance,9.09,41.87,172.91,0.0,1.14,445.45,0.89,56.14,10.16,Non Banking Financial Company (NBFC)
BAIDFIN,Baid Finserv,9.88,10.17,152.25,1.01,1.66,-54.4,25.01,13.07,10.93,Non Banking Financial Company (NBFC)
USHAFIN,Usha Financial,35.0,6.77,152.16,0.0,6.55,568.37,17.63,4.07,13.46,Non Banking Financial Company (NBFC)
IBLFL,IBL Finance,61.0,61.83,150.86,0.0,1.2,20.0,8.99,26.98,8.46,Non Banking Financial Company (NBFC)
SONAL,Sonal Mercantile,94.82,5.36,137.59,0.0,7.03,-25.45,13.37,56.19,6.09,Non Banking Financial Company (NBFC)
RSDFIN,RSD Finance,82.82,7.7,98.97,0.0,-3.3,-783.72,5.58,-84.8,8.02,Non Banking Financial Company (NBFC)
DCCL,Dar Credit & Cap,52.0,7.33,74.24,1.92,3.07,60.73,14.49,41.78,13.39,Non Banking Financial Company (NBFC)
TFL,Transwar.Fin.,10.66,,58.76,0.0,-1.4,-58.7,4.05,16.05,-0.38,Non Banking Financial Company (NBFC)
TRU,TruCap Finance,4.88,,58.72,0.0,-17.71,74.85,14.5,-58.95,-14.42,Non Banking Financial Company (NBFC)
CAPTRUST,Capital Trust,15.42,,53.61,0.0,-18.19,-977.78,9.43,-54.11,-16.96,Non Banking Financial Company (NBFC)
HBSL,HB Stockholdings,47.21,,33.1,2.12,-9.94,-38.83,0.36,28.57,-11.88,Non Banking Financial Company (NBFC)
TCIFINANCE,TCI Finance,15.19,,19.82,0.0,0.11,-97.57,0.0,,,Non Banking Financial Company (NBFC)
JINDRILL,Jindal Drilling,611.8,8.29,1770.45,0.16,45.38,-32.23,262.87,7.29,15.4,Offshore Support Solution Drilling
DOLPHIN,Dolphin Offshore,397.0,23.28,1595.34,0.0,28.33,171.1,45.36,121.92,14.92,Offshore Support Solution Drilling
ALPHAGEO,Alphageo (India),200.77,,127.11,3.98,-2.99,18.25,49.29,-30.14,-6.96,Offshore Support Solution Drilling
AAKASH,Aakash Explor.,9.15,26.47,92.65,0.0,1.88,571.43,32.65,26.7,7.93,Offshore Support Solution Drilling
ABAN,Aban Offshore,14.86,,84.91,0.0,29.56,110.69,91.31,-21.49,,Offshore Support Solution Drilling
DEEPINDS,Deep Industries,459.5,7.92,2931.43,0.66,-7.22,417.4,248.71,48.72,16.48,Oil Equipment & Services
ASIANENE,Asian Energy,350.6,29.48,1702.29,0.29,32.65,50.57,338.23,56.99,16.51,Oil Equipment & Services
TEJA,Teja Engineering,625.7,64.25,401.53,0.0,3.32,36.63,43.98,48.03,33.1,Oil Equipment & Services
OILCOUNTUB,Oil Country,58.89,,306.49,0.0,-13.64,-29.41,29.86,-13.02,-25.38,Oil Equipment & Services
ONGC,O N G C,252.37,7.62,317488.5,4.85,13677.87,47.8,173805.19,3.61,14.15,Oil Exploration & Production
OIL,Oil India,458.8,11.29,74728.15,2.51,2424.46,60.26,9293.27,5.51,11.56,Oil Exploration & Production
VOGL,Vedanta Oil and Gas,32.78,,12799.02,0.0,,,,,,Oil Exploration & Production
ANTELOPUS,Antelopus Selan,893.75,35.04,3139.97,0.0,38.08,157.65,102.01,65.28,21.22,Oil Exploration & Production
HINDOILEXP,Hind.Oil Explor.,167.5,70.06,2215.21,0.0,7.77,-84.81,-205.89,-574.51,3.41,Oil Exploration & Production
PRABHA,Prabha Energy,140.39,3373.85,1923.09,0.0,0.1,111.24,1.44,41.18,0.1,Oil Exploration & Production
GNRL,Guj.Nat.Resour.,91.88,142.5,1409.32,0.0,1.05,166.04,11.2,158.66,7.25,Oil Exploration & Production
AEGISVOPAK,Aegis Vopak Term,294.82,105.17,32655.87,0.07,73.87,17.55,243.45,22.23,7.56,Oil Storage & Transportation
GANESHBE,Ganesh Benzopl.,113.61,12.24,817.65,0.0,15.29,-49.37,111.47,11.55,14.6,Oil Storage & Transportation
LTFOODS,L T Foods,373.25,20.74,12971.49,0.8,135.67,-15.48,2906.7,30.44,17.74,Other Agricultural Products
KRBL,KRBL,343.85,12.16,7879.37,1.02,155.38,0.76,1525.5,5.77,15.16,Other Agricultural Products
GAEL,Guj. Ambuja Exp,139.14,20.77,6381.06,0.18,135.32,322.57,1466.51,15.78,12.51,Other Agricultural Products
KSCL,Kaveri Seed Co.,828.8,14.4,4258.79,0.6,-27.81,-21.23,107.11,18.68,18.79,Other Agricultural Products
TRUALT,TruAlt Bioenergy,431.9,38.63,3706.24,0.0,60.94,-46.39,595.52,-34.34,10.44,Other Agricultural Products
SANSTAR,Sanstar,105.95,61.49,2118.46,0.0,20.49,271.2,216.78,-4.47,5.69,Other Agricultural Products
AEROPLANE,A C J K Exports,189.37,19.0,1962.87,0.0,19.96,65.64,694.68,19.7,15.7,Other Agricultural Products
GRMOVER,GRM Overseas,89.87,24.92,1852.54,0.0,21.61,5.52,597.2,104.95,13.99,Other Agricultural Products
CLSEL,Chamanlal Setia,279.85,12.13,1392.81,0.89,38.27,55.89,428.37,16.5,18.32,Other Agricultural Products
GULPOLY,Gulshan Polyols,186.57,10.83,1162.28,0.16,37.54,434.76,550.82,6.98,18.31,Other Agricultural Products
AVTNPL,AVT Natural Prod,70.07,16.53,1071.01,1.14,22.02,53.34,226.49,44.43,14.22,Other Agricultural Products
BSHSL,Bombay Super Hyb,87.6,33.59,895.5,0.0,4.41,4.5,66.43,44.7,15.97,Other Agricultural Products
REGAAL,Regaal Resources,78.06,13.07,790.94,0.0,16.54,47.94,244.61,-5.39,12.05,Other Agricultural Products
MODINATUR,Modi Naturals,418.1,13.0,577.16,0.0,19.67,96.2,243.08,28.0,22.18,Other Agricultural Products
MGEL,Mangalam Global,16.35,16.34,534.92,0.06,12.48,160.54,1063.96,98.23,16.96,Other Agricultural Products
SUKHJITS,Sukhjit Starch,162.16,18.74,506.46,0.62,14.59,421.07,401.69,11.66,7.62,Other Agricultural Products
SARVESHWAR,Sarveshwar Foods,3.46,13.34,424.06,0.0,7.35,-14.53,382.62,9.41,10.41,Other Agricultural Products
SHETHJI,Shreeji Global,148.95,17.02,339.01,0.0,8.81,54.29,472.92,58.13,25.62,Other Agricultural Products
SHEETAL,Sheetal Univer.,291.4,29.0,333.83,0.17,9.98,25.22,127.69,169.33,22.49,Other Agricultural Products
NATHBIOGEN,Nath Bio-Genes,154.65,8.14,295.08,1.29,-0.01,-101.06,51.59,-0.73,7.1,Other Agricultural Products
SAWALIYA,Sawaliya Food,293.75,36.42,291.35,0.0,5.28,,21.4,,24.98,Other Agricultural Products
HALDER,Halder Venture,232.52,10.02,287.87,0.43,19.14,290.47,299.91,104.03,13.48,Other Agricultural Products
INDOUS,Indo US Bio-Tech,86.93,13.17,172.86,0.29,1.97,-46.47,26.02,-22.05,14.5,Other Agricultural Products
TBI,TBI Corn,62.45,6.18,113.4,0.0,8.11,32.52,166.64,41.68,18.26,Other Agricultural Products
KCK,KCK Industries,16.2,245.33,103.04,0.0,0.4,-21.57,21.37,3.24,1.83,Other Agricultural Products
OSWALSEEDS,Shreeoswal Seeds,10.19,12.91,93.21,0.0,2.11,283.64,56.08,116.94,19.89,Other Agricultural Products
USASEEDS,Upsurge Seeds,85.1,11.47,85.83,0.0,4.94,-16.41,63.6,-26.06,11.0,Other Agricultural Products
KOHINOOR,Kohinoor Foods,22.56,,84.02,0.0,87.63,105.93,27.74,41.1,-1.08,Other Agricultural Products
AGRITECH,Agri-Tech India,112.06,,67.53,0.0,-0.03,70.0,0.2,66.67,-1.11,Other Agricultural Products
VISHWAS,Vishwas Agri,45.65,21.33,45.65,0.0,0.24,-93.68,56.16,24.72,7.01,Other Agricultural Products
DHANLAXMI,Dhanlaxmi Crop,23.5,,38.37,0.0,-5.13,-1215.22,9.34,-0.11,0.93,Other Agricultural Products
NIRMAN,Nirman Agri,38.45,1.75,30.8,5.2,3.03,-77.8,50.34,-59.43,15.24,Other Agricultural Products
NFPSAMPOOR,NFP Sampoorna,24.05,6.71,30.38,0.0,2.55,119.83,22.17,40.76,24.14,Other Agricultural Products
SAIFL,Sameera Agro,5.0,1.78,29.77,0.0,6.65,46.48,94.3,13.3,17.73,Other Agricultural Products
VIKASWSP,Vikas Wsp,1.0,,20.44,0.0,-40.72,-9831.71,0.0,,-10.14,Other Agricultural Products
VIKASPROP,Vikas Proppant,0.27,,13.9,0.0,-0.06,14.29,0.0,,0.09,Other Agricultural Products
AUBANK,AU Small Finance,978.7,27.78,73373.51,0.1,831.87,65.15,5019.15,17.53,7.66,Other Bank
UJJIVANSFB,Ujjivan Small,68.78,14.77,13381.35,0.0,316.54,206.67,2024.92,25.08,7.73,Other Bank
EQUITASBNK,Equitas Sma. Fin,78.42,87.01,8969.3,0.0,212.68,405.06,1836.35,11.7,6.44,Other Bank
JSFB,Jana Small Finan,541.6,15.09,5729.13,0.0,155.23,52.29,1514.53,22.08,7.45,Other Bank
UTKARSHBNK,Utkarsh Small F.,14.46,,2573.19,0.0,-188.02,-6430.64,836.75,-4.87,1.46,Other Bank
SURYODAY,Suryoday Small,194.31,10.77,2067.26,0.77,75.18,113.1,622.36,25.69,7.33,Other Bank
ESAFSFB,ESAF Small Fin,35.55,,1841.61,0.0,23.51,112.83,995.08,11.55,5.65,Other Bank
FINOPB,Fino Payments,170.04,25.25,1410.84,0.0,7.1,-65.04,64.1,21.45,4.53,Other Bank
CAPITALSFB,Capital Small,299.55,9.03,1360.55,1.67,41.3,29.02,288.18,16.63,7.07,Other Bank
VBL,Varun Beverages,459.05,48.78,155238.17,0.33,878.72,20.08,6574.19,18.09,19.71,Other Beverages
GCSL,Gretex Corporate,521.05,54.64,1260.51,0.13,7.19,128.42,34.82,-41.84,16.67,Other Capital Market related Services
21STCENMGM,21st Cent. Mgmt.,36.39,,37.98,0.0,-12.87,-19.06,-9.63,-27.89,-57.0,Other Capital Market related Services
RAMCOIND,Ramco Inds.,334.05,9.63,2897.54,0.37,87.63,128.93,501.83,18.74,4.57,Other Construction Materials
BIRLANU,BirlaNu Ltd,1347.0,,1015.69,1.11,-22.35,-63.54,1010.13,8.74,-4.29,Other Construction Materials
ARIS,Arisinfra Solu.,122.19,18.39,1000.62,0.0,21.66,1332.3,343.36,55.26,15.57,Other Construction Materials
EVERESTIND,Everest Inds.,500.95,,782.86,0.2,-47.17,-31346.67,327.17,-27.72,-8.5,Other Construction Materials
VISHNUINFR,Vishnusurya Pro.,160.2,11.67,415.33,0.62,8.01,7.23,127.38,35.93,19.92,Other Construction Materials
TEAMTECH,Teamtech Formwork,130.0,33.62,389.69,0.0,7.33,,31.74,,41.17,Other Construction Materials
SAHYADRI,Sahyadri Industr,279.15,10.48,308.64,0.36,10.55,147.07,194.52,28.46,9.71,Other Construction Materials
MCON,MCON Rasayan,44.0,10.62,32.28,0.0,1.8,76.47,36.86,26.32,11.06,Other Construction Materials
SIS,SIS,438.7,17.99,6206.27,1.6,102.5,92.24,4489.3,30.96,13.68,Other Consumer Services
EFACTOR,E Factor Experie,162.0,10.81,212.73,0.74,14.61,-26.66,138.84,-9.5,24.71,Other Consumer Services
PARTYCRUS,Party Cruisers,90.0,8.72,107.47,0.0,2.82,33.02,33.33,11.58,39.65,Other Consumer Services
TOUCHWOOD,Touchwood Enter.,66.21,17.26,73.37,0.0,0.7,-50.0,27.94,12.03,13.39,Other Consumer Services
BLUEPEBBLE,Blue Pebble,70.0,58.29,28.56,0.71,-0.26,,11.14,,2.38,Other Consumer Services
THESL,Thinking Hats,18.1,18.23,22.6,0.0,0.51,-80.08,15.16,-61.15,5.96,Other Consumer Services
WAAREEENER,Waaree Energies,2711.8,19.87,78021.2,0.07,1126.26,70.64,8480.25,111.8,38.78,Other Electrical Equipment
APARINDS,Apar Inds.,13423.0,53.88,53943.29,0.38,253.44,3.66,6602.81,26.74,31.12,Other Electrical Equipment
PREMIERENE,Premier Energies,1024.7,30.79,46484.56,0.1,456.84,64.44,2230.3,37.6,33.32,Other Electrical Equipment
EMMVEE,Emmvee Photovol.,319.75,17.38,22144.61,0.0,380.29,102.64,1555.52,51.34,44.83,Other Electrical Equipment
MTARTECH,MTAR Technologie,5875.0,182.43,17903.6,0.0,44.34,212.25,306.03,67.14,15.2,Other Electrical Equipment
DIACABS,Diamond Power,273.93,97.85,14440.15,0.0,57.21,638.19,714.62,114.08,24.2,Other Electrical Equipment
AVALON,Avalon Tech,1740.8,102.98,11631.26,0.0,41.15,69.48,479.89,40.0,19.54,Other Electrical Equipment
UTLSOLAR,Fujiyama Power,375.95,37.9,11525.79,0.0,106.32,107.49,900.77,87.52,34.95,Other Electrical Equipment
WAAREERTL,Waaree Renewab.,943.4,19.28,9842.53,0.11,114.49,32.3,811.34,34.53,85.38,Other Electrical Equipment
GENUSPOWER,Genus Power,313.85,16.1,9536.46,0.78,171.76,41.08,1537.13,64.09,23.94,Other Electrical Equipment
VIKRAMSOLR,Vikram Solar,183.75,14.07,6658.98,0.0,110.42,21.86,1452.82,21.73,30.56,Other Electrical Equipment
SAATVIKGL,Saatvik Green,437.15,15.43,5562.03,0.0,60.42,-33.6,1607.66,74.95,32.92,Other Electrical Equipment
SHILCTECH,Shilchar Tech.,4122.0,29.76,4708.41,0.3,28.39,-48.72,151.65,-34.59,50.74,Other Electrical Equipment
WEBELSOLAR,Websol Energy,100.16,14.32,4354.19,0.0,124.5,152.31,401.45,132.07,63.18,Other Electrical Equipment
RAMRAT,Ram Ratna Wires,407.95,34.78,3808.17,0.61,39.23,116.84,1752.85,83.21,23.58,Other Electrical Equipment
RELTD,Ravindra Energy,173.28,42.78,3450.35,0.0,12.62,-52.63,133.06,-16.31,15.89,Other Electrical Equipment
ORIANA,Oriana Power Ltd,1417.25,11.41,2879.73,0.0,130.41,19.02,1032.49,64.51,39.61,Other Electrical Equipment
RISHABH,Rishabh Instrum.,632.25,30.13,2455.57,0.32,20.03,212.2,204.86,9.29,14.5,Other Electrical Equipment
ADVAIT,Advait Energy,2239.5,47.41,2452.29,0.08,19.08,55.55,228.2,18.04,27.91,Other Electrical Equipment
SERVOTECH,Servotech Renew,97.31,58.67,2197.7,0.05,8.06,74.62,215.79,57.81,12.82,Other Electrical Equipment
ALPEXSOLAR,Alpex Solar,845.2,10.68,2158.89,0.0,53.27,50.27,671.96,105.25,43.53,Other Electrical Equipment
RIR,RIR Power Electr,157.66,175.82,1253.6,0.13,1.39,-42.8,23.95,-9.49,7.93,Other Electrical Equipment
VIVIDEL,Vivid Electromech,1258.55,35.39,1118.57,0.0,22.16,41.69,129.57,27.96,58.63,Other Electrical Equipment
SALZERELEC,Salzer Electron.,578.1,19.16,1021.71,0.43,10.02,13.61,462.09,26.4,11.38,Other Electrical Equipment
MODISONLTD,Modison,290.3,11.96,941.22,1.89,36.0,442.75,287.32,120.9,30.98,Other Electrical Equipment
KECL,Kirl. Electric,125.91,95.48,832.61,0.0,-0.63,83.64,163.57,26.67,14.59,Other Electrical Equipment
MEIL,Mangal Electrica,288.05,18.4,794.38,0.0,12.75,-8.47,179.42,17.24,14.73,Other Electrical Equipment
PROSTARM,Prostarm Info,121.65,20.63,716.79,0.0,8.76,28.07,102.95,32.04,17.71,Other Electrical Equipment
PARTH,Parth Electrical,478.35,45.91,653.8,0.0,8.13,35.73,117.61,12.26,21.05,Other Electrical Equipment
GGBL,Ganesh Green,258.1,8.52,640.11,0.19,42.34,147.6,724.85,300.98,36.81,Other Electrical Equipment
SAAKSHI,Saakshi Medtech,309.9,44.52,547.16,0.0,5.66,349.21,57.19,19.22,14.32,Other Electrical Equipment
SUPREMEPWR,Supreme Power,200.2,24.48,500.32,0.0,11.03,-3.84,109.42,21.62,21.51,Other Electrical Equipment
GPECO,GP Eco Solutions,420.1,12.39,497.01,0.0,32.94,424.16,292.91,79.56,38.27,Other Electrical Equipment
URJA,Urja Global,9.05,355.27,476.06,0.0,0.36,66.67,17.58,2.33,1.27,Other Electrical Equipment
S&SPOWER,S & S Power Swit,344.65,44.55,450.44,0.0,1.9,1457.14,65.07,17.24,9.29,Other Electrical Equipment
AEPL,Artemis Electri.,15.19,42.9,380.05,0.03,3.1,-18.64,40.75,8.7,12.97,Other Electrical Equipment
RMC,RMC Switchgears,268.0,12.55,282.51,0.0,9.27,-5.89,142.94,-13.71,22.01,Other Electrical Equipment
SAHAJSOLAR,Sahaj Solar,123.0,9.14,270.26,0.41,25.22,7.01,308.07,32.98,21.62,Other Electrical Equipment
PIGL,Power & Instrum.,109.56,16.03,232.14,0.18,3.93,29.51,58.53,6.24,15.47,Other Electrical Equipment
SPCL,Shivalic Power,70.95,14.54,171.1,0.0,7.96,10.91,101.18,28.32,12.79,Other Electrical Equipment
AKANKSHA,Akanksha Power,86.95,29.35,170.25,0.0,2.41,56.96,43.8,66.86,11.0,Other Electrical Equipment
EEPL,Eppeltone Ene.,100.35,10.5,130.05,0.0,6.12,-11.69,88.47,19.28,18.54,Other Electrical Equipment
SMARTEN,Smarten Power,59.0,12.74,112.1,0.0,2.92,-56.93,127.4,36.18,17.79,Other Electrical Equipment
VDEAL,Vdeal System,158.0,18.57,77.27,0.0,2.88,5.11,28.35,16.43,17.18,Other Electrical Equipment
GENSOL,Gensol Engineer.,18.35,0.69,70.55,0.0,17.86,32.52,344.51,56.42,14.33,Other Electrical Equipment
SEL,Sungarner Energ.,265.5,16.07,61.56,0.0,2.81,234.52,48.95,124.85,23.45,Other Electrical Equipment
EFORCE,Electro Force,21.35,79.3,49.96,0.0,-0.23,-119.49,9.65,-73.78,1.31,Other Electrical Equipment
ATCENERGY,ATC Energies,22.15,,45.16,0.0,-2.09,-137.25,17.85,-38.06,0.63,Other Electrical Equipment
PERFECT,Perfect Infraeng,2.85,6.09,4.99,0.0,0.71,-49.29,2.66,-41.41,0.92,Other Electrical Equipment
CRISIL,CRISIL,4399.6,36.38,32167.49,0.57,216.46,26.16,1075.39,27.56,32.55,Other Financial Services
KISSHT,Onemi Technology,345.95,20.7,5826.1,0.0,82.18,51.71,619.35,67.76,22.59,Other Financial Services
ALGOQUANT,Algoquant Fin,65.42,56.11,1837.0,0.0,15.88,1398.11,77.28,43.35,31.43,Other Financial Services
GYFTR,GYFTR,149.83,52.24,1139.26,0.0,6.17,130.19,302.48,1992.87,6.77,Other Financial Services
CENTRUM,Centrum Capital,23.18,,1119.3,0.0,-31.27,-573.32,1029.69,-7.75,7.45,Other Financial Services
WEALTH,Wealth First Por,962.35,26.44,1022.29,2.08,10.49,345.22,16.51,606.44,34.63,Other Financial Services
PRIMESECU,Prime Securities,279.4,55.59,948.29,0.54,2.01,-74.9,33.68,-27.13,8.25,Other Financial Services
RNFI,RNFI Services,266.1,23.28,674.75,0.0,8.36,66.45,239.34,11.59,27.26,Other Financial Services
THEINVEST,The Invest.Trust,97.02,17.16,504.71,0.0,6.09,6.78,53.12,-43.48,8.54,Other Financial Services
NDLVENTURE,NDL Ventures,127.47,473.17,430.58,0.39,0.15,7.14,0.0,,2.04,Other Financial Services
AKIKO,Akiko,332.0,23.32,357.55,0.0,5.52,2.6,57.72,48.11,37.12,Other Financial Services
DELPHIFX,Delphi World,6.9,54.67,169.48,0.0,-1.86,-172.47,68.52,445.11,8.95,Other Financial Services
PML,Paul Merchants,485.25,16.47,150.41,0.0,2.29,225.07,482.12,-17.23,2.54,Other Financial Services
RELIABLE,Reliable Data,143.83,21.29,147.95,0.03,1.28,-64.86,55.03,3.81,12.16,Other Financial Services
MAHAPEXLTD,Maha Rashtra Apx,44.02,,120.84,0.0,-4.96,-135.99,0.06,-80.0,-1.47,Other Financial Services
PIONRINV,Pioneer Invest,97.25,7.41,117.95,0.0,1.69,-40.49,3.9,-60.65,10.95,Other Financial Services
THACKER,Thacker & Co.,1044.1,5.92,113.57,0.0,4.38,-24.09,1.26,-33.33,2.3,Other Financial Services
MYMUDRA,My Mudra Fin.,74.15,7.04,84.47,0.0,6.63,7.98,58.89,26.29,26.18,Other Financial Services
GATECH,GACM Tech,0.49,7.96,62.34,0.0,1.57,2.61,4.85,17.15,10.07,Other Financial Services
GLFL,Guj. Lease Fin.,5.01,271.72,13.59,0.0,0.06,20.0,0.0,,0.84,Other Financial Services
GATECHDVR,GACM Tech-DVR,0.45,0.97,8.34,0.0,1.66,-5.14,6.0,23.97,11.27,Other Financial Services
EIDPARRY,EID Parry,759.15,20.62,13508.63,0.0,-287.17,-90.86,7882.33,15.73,16.96,Other Food Products
MANORAMA,Manorama Indust.,1579.9,42.79,9979.37,0.04,59.52,40.81,382.3,64.21,35.45,Other Food Products
ORKLAINDIA,Orkla India,559.45,25.79,7689.04,0.0,73.43,33.93,625.8,4.97,15.24,Other Food Products
KRISHIVAL,Krishival Foods,391.15,46.65,1002.07,0.06,5.59,32.68,102.07,38.42,16.21,Other Food Products
SHRIAHIMSA,Shri Ahimsa,380.0,29.6,890.37,0.0,15.24,24.41,62.8,14.0,22.96,Other Food Products
FRESHARA,Freshara Agro,328.5,21.31,771.95,0.0,21.31,22.4,179.16,18.92,20.92,Other Food Products
PROV,Proventus Agro.,1710.0,41.76,590.53,0.0,7.58,196.84,535.38,85.81,11.48,Other Food Products
MEGASTAR,Megastar Foods,345.05,42.34,387.85,0.0,2.17,60.74,146.06,21.91,11.64,Other Food Products
MADHUSUDAN,Madhusudan Masa,236.3,20.88,381.27,0.0,5.81,56.18,89.54,38.86,16.25,Other Food Products
HOACFOODS,Hoac Foods,739.0,72.9,320.76,0.0,2.33,48.41,28.77,86.21,32.12,Other Food Products
SSFL,Srivari Spices &,261.95,13.88,224.5,0.19,9.04,87.94,95.65,61.9,29.16,Other Food Products
SHIVASHRIT,Shivashrit Foods,113.75,14.79,207.81,0.0,6.54,12.18,52.33,-2.91,19.15,Other Food Products
GOYALSALT,Goyal Salt,114.0,17.98,204.06,0.0,4.97,26.79,111.41,80.54,19.64,Other Food Products
SHYAMDHANI,Shyam Dhani Ind.,58.25,14.09,120.32,0.0,4.34,12.73,81.99,25.81,16.98,Other Food Products
JEYYAM,Jeyyam Global,25.0,8.64,118.74,0.0,2.82,-77.51,270.55,-30.09,10.84,Other Food Products
BABAFP,Baba Food,23.3,,38.04,0.0,-2.74,-242.71,104.35,-14.02,1.31,Other Food Products
